"","V1","V2","V3","V4"
"2880",NA,NA,10000,30000
"2881",NA,NA,20000,1000
"2882",NA,NA,3825,16000
"2883",NA,NA,25000,12000
"2884",NA,NA,10000,30000
"2885",NA,NA,8500,25000
"2886",NA,NA,9000,7200
"2887",NA,NA,14000,18000
"2888",NA,NA,8000,12000
"2889",NA,NA,4950,5000
"2890",NA,NA,35000,12000
"2891",NA,NA,13625,22325
"2892",NA,NA,16300,2500
"2893",NA,NA,17000,6400
"2894",NA,NA,3600,25000
"2895",NA,NA,18825,6000
"2896",NA,NA,4100,20000
"2897",NA,NA,6500,12000
"2898",NA,NA,20000,15000
"2899",NA,NA,29975,22000
"2900",NA,NA,8000,15000
"2901",NA,NA,5500,17050
"2902",NA,NA,15000,18000
"2903",NA,NA,6000,7500
"2904",NA,NA,11500,16000
"2905",NA,NA,10000,31300
"2906",NA,NA,20125,4200
"2907",NA,NA,10000,25975
"2908",NA,NA,28000,30000
"2909",NA,NA,13625,35000
"2910",NA,NA,4000,15000
"2911",NA,NA,1800,15000
"2912",NA,NA,12000,24000
"2913",NA,NA,6200,5700
"2914",NA,NA,22000,34000
"2915",NA,NA,4000,27650
"2916",NA,NA,13600,15000
"2917",NA,NA,12000,20000
"2918",NA,NA,12000,6000
"2919",NA,NA,8000,11200
"2920",NA,NA,3450,11975
"2921",NA,NA,5375,21000
"2922",NA,NA,27000,5825
"2923",NA,NA,5000,16175
"2924",NA,NA,16550,22000
"2925",NA,NA,6000,12700
"2926",NA,NA,9800,10000
"2927",NA,NA,11200,10000
"2928",NA,NA,5000,19000
"2929",NA,NA,10000,12000
"2930",NA,NA,17350,6000
"2931",NA,NA,19700,9600
"2932",NA,NA,9725,1500
"2933",NA,NA,22000,12000
"2934",NA,NA,32000,6000
"2935",NA,NA,24000,25000
"2936",NA,NA,8000,15000
"2937",NA,NA,30000,7000
"2938",NA,NA,33425,24000
"2939",NA,NA,10800,4200
"2940",NA,NA,4700,18000
"2941",NA,NA,26400,35000
"2942",NA,NA,7200,12000
"2943",NA,NA,5000,15000
"2944",NA,NA,6500,20000
"2945",NA,NA,21000,4500
"2946",NA,NA,20000,6000
"2947",NA,NA,35000,28000
"2948",NA,NA,10000,25000
"2949",NA,NA,3200,20000
"2950",NA,NA,6000,7000
"2951",NA,NA,20000,12000
"2952",NA,NA,20000,15600
"2953",NA,NA,12000,10100
"2954",NA,NA,8000,17000
"2955",NA,NA,24000,12000
"2956",NA,NA,5500,23500
"2957",NA,NA,15000,11000
"2958",NA,NA,21000,30000
"2959",NA,NA,4800,3925
"2960",NA,NA,25000,14875
"2961",NA,NA,9250,35000
"2962",NA,NA,25000,9000
"2963",NA,NA,28000,20000
"2964",NA,NA,12000,3000
"2965",NA,NA,5500,6000
"2966",NA,NA,10000,10000
"2967",NA,NA,12000,21600
"2968",NA,NA,11000,18000
"2969",NA,NA,5000,20000
"2970",NA,NA,13000,9600
"2971",NA,NA,35000,12050
"2972",NA,NA,18000,14850
"2973",NA,NA,12000,13000
"2974",NA,NA,24125,10000
"2975",NA,NA,2700,18000
"2976",NA,NA,30000,10000
"2977",NA,NA,30000,20000
"2978",NA,NA,18000,16000
"2979",NA,NA,15075,20000
"2980",NA,NA,8000,11000
"2981",NA,NA,12500,26200
"2982",NA,NA,9600,8475
"2983",NA,NA,10000,24000
"2984",NA,NA,13400,13200
"2985",NA,NA,28000,5000
"2986",NA,NA,16000,3600
"2987",NA,NA,16675,10000
"2988",NA,NA,8000,10300
"2989",NA,NA,17400,4000
"2990",NA,NA,5200,2400
"2991",NA,NA,24800,11000
"2992",NA,NA,28000,2625
"2993",NA,NA,4000,5000
"2994",NA,NA,16000,12000
"2995",NA,NA,13200,24000
"2996",NA,NA,8000,10000
"2997",NA,NA,12800,8000
"2998",NA,NA,12700,13225
"2999",NA,NA,7125,20000
"3000",NA,NA,7000,8750
"3001",NA,NA,6300,15000
"3002",NA,NA,12000,20000
"3003",NA,NA,24000,13800
"3004",NA,NA,5000,20325
"3005",NA,NA,28000,7200
"3006",NA,NA,20275,10400
"3007",NA,NA,15000,29850
"3008",NA,NA,20000,8000
"3009",NA,NA,23675,21000
"3010",NA,NA,12000,24175
"3011",NA,NA,35000,25000
"3012",NA,NA,9000,20925
"3013",NA,NA,8000,18500
"3014",NA,NA,28000,11000
"3015",NA,NA,12000,9300
"3016",NA,NA,5675,24000
"3017",NA,NA,7200,32150
"3018",NA,NA,8150,35000
"3019",NA,NA,6000,10000
"3020",NA,NA,3000,24000
"3021",NA,NA,3675,14125
"3022",NA,NA,12000,4000
"3023",NA,NA,17625,12000
"3024",NA,NA,18000,16000
"3025",NA,NA,24000,24000
"3026",NA,NA,7725,19500
"3027",NA,NA,5000,9125
"3028",NA,NA,9825,26950
"3029",NA,NA,30000,12000
"3030",NA,NA,14000,15000
"3031",NA,NA,16000,12000
"3032",NA,NA,11425,13000
"3033",NA,NA,12800,26000
"3034",NA,NA,1800,20000
"3035",NA,NA,16000,22950
"3036",NA,NA,14900,22200
"3037",NA,NA,10000,6000
"3038",NA,NA,8400,20800
"3039",NA,NA,15000,33425
"3040",NA,NA,24025,14400
"3041",NA,NA,8000,12000
"3042",NA,NA,12000,25000
"3043",NA,NA,5000,28000
"3044",NA,NA,21000,25000
"3045",NA,NA,4200,25000
"3046",NA,NA,19200,25000
"3047",NA,NA,15250,10000
"3048",NA,NA,11250,8000
"3049",NA,NA,35000,12000
"3050",NA,NA,18900,15950
"3051",NA,NA,29000,4000
"3052",NA,NA,25000,24000
"3053",NA,NA,8000,7500
"3054",NA,NA,26575,19200
"3055",NA,NA,35000,23425
"3056",NA,NA,2000,5000
"3057",NA,NA,8225,12000
"3058",NA,NA,12000,15500
"3059",NA,NA,10000,19400
"3060",NA,NA,8000,22000
"3061",NA,NA,15000,20000
"3062",NA,NA,10000,21000
"3063",NA,NA,10000,9900
"3064",NA,NA,9500,5000
"3065",NA,NA,35000,16250
"3066",NA,NA,16000,10975
"3067",NA,NA,34000,6500
"3068",NA,NA,3600,16000
"3069",NA,NA,19750,5000
"3070",NA,NA,7000,20000
"3071",NA,NA,12000,24000
"3072",NA,NA,30000,35000
"3073",NA,NA,9800,5000
"3074",NA,NA,5600,15000
"3075",NA,NA,22000,9000
"3076",NA,NA,15000,30000
"3077",NA,NA,2400,9000
"3078",NA,NA,6850,12000
"3079",NA,NA,17425,16100
"3080",NA,NA,15000,1000
"3081",NA,NA,20000,10000
"3082",NA,NA,12000,15000
"3083",NA,NA,18000,16000
"3084",NA,NA,35000,6000
"3085",NA,NA,20000,3300
"3086",NA,NA,9600,15000
"3087",NA,NA,13000,6000
"3088",NA,NA,20000,23000
"3089",NA,NA,3000,14400
"3090",NA,NA,28500,20000
"3091",NA,NA,7225,30000
"3092",NA,NA,20000,12000
"3093",NA,NA,3500,6000
"3094",NA,NA,10000,18000
"3095",NA,NA,9000,8475
"3096",NA,NA,15000,28550
"3097",NA,NA,16000,5125
"3098",NA,NA,2000,14000
"3099",NA,NA,20050,10000
"3100",NA,NA,7500,28000
"3101",NA,NA,25600,27300
"3102",NA,NA,18000,3600
"3103",NA,NA,12000,14000
"3104",NA,NA,10500,35000
"3105",NA,NA,10300,11000
"3106",NA,NA,12000,19000
"3107",NA,NA,10000,14500
"3108",NA,NA,12000,15000
"3109",NA,NA,13800,2400
"3110",NA,NA,10000,4450
"3111",NA,NA,13600,10700
"3112",NA,NA,25000,3250
"3113",NA,NA,2500,35000
"3114",NA,NA,8000,9000
"3115",NA,NA,15000,12000
"3116",NA,NA,19200,21000
"3117",NA,NA,21000,9000
"3118",NA,NA,24000,12500
"3119",NA,NA,6500,12000
"3120",NA,NA,12000,20000
"3121",NA,NA,4000,15000
"3122",NA,NA,23000,8400
"3123",NA,NA,14400,29900
"3124",NA,NA,8500,25000
"3125",NA,NA,24925,21850
"3126",NA,NA,8000,20000
"3127",NA,NA,30300,17000
"3128",NA,NA,35000,12000
"3129",NA,NA,12275,8000
"3130",NA,NA,8000,35000
"3131",NA,NA,19000,24500
"3132",NA,NA,10000,10000
"3133",NA,NA,15000,4800
"3134",NA,NA,28900,8000
"3135",NA,NA,15000,15000
"3136",NA,NA,20000,35000
"3137",NA,NA,21850,12000
"3138",NA,NA,9600,15000
"3139",NA,NA,28000,34000
"3140",NA,NA,6000,3600
"3141",NA,NA,5600,18000
"3142",NA,NA,8450,28000
"3143",NA,NA,25000,4000
"3144",NA,NA,20000,8000
"3145",NA,NA,33000,10000
"3146",NA,NA,10000,21000
"3147",NA,NA,17200,20000
"3148",NA,NA,11200,10000
"3149",NA,NA,25000,15600
"3150",NA,NA,35000,25000
"3151",NA,NA,5000,10000
"3152",NA,NA,28000,23600
"3153",NA,NA,18600,13800
"3154",NA,NA,16800,10500
"3155",NA,NA,9275,10000
"3156",NA,NA,12000,14000
"3157",NA,NA,19725,10000
"3158",NA,NA,16000,20575
"3159",NA,NA,18900,10000
"3160",NA,NA,25000,14000
"3161",NA,NA,26600,18825
"3162",NA,NA,16000,10000
"3163",NA,NA,10000,19925
"3164",NA,NA,10000,11200
"3165",NA,NA,18075,6000
"3166",NA,NA,3000,28000
"3167",NA,NA,16000,1600
"3168",NA,NA,16800,3000
"3169",NA,NA,21000,5500
"3170",NA,NA,13000,12000
"3171",NA,NA,18900,27600
"3172",NA,NA,16300,35000
"3173",NA,NA,5000,6000
"3174",NA,NA,6150,35000
"3175",NA,NA,20000,12000
"3176",NA,NA,12000,14475
"3177",NA,NA,14000,7200
"3178",NA,NA,23000,14000
"3179",NA,NA,6000,10000
"3180",NA,NA,7000,10000
"3181",NA,NA,10000,13000
"3182",NA,NA,8500,16000
"3183",NA,NA,12000,35000
"3184",NA,NA,5000,13775
"3185",NA,NA,9600,2200
"3186",NA,NA,8875,32000
"3187",NA,NA,35000,25000
"3188",NA,NA,7950,35000
"3189",NA,NA,20000,26000
"3190",NA,NA,9000,25000
"3191",NA,NA,18875,8000
"3192",NA,NA,16000,25000
"3193",NA,NA,2200,21825
"3194",NA,NA,12000,22000
"3195",NA,NA,20000,3000
"3196",NA,NA,35000,4700
"3197",NA,NA,14000,23000
"3198",NA,NA,4000,35000
"3199",NA,NA,15000,20000
"3200",NA,NA,7800,15325
"3201",NA,NA,33000,35000
"3202",NA,NA,16000,12000
"3203",NA,NA,12000,6475
"3204",NA,NA,4175,16000
"3205",NA,NA,35000,16000
"3206",NA,NA,13000,30000
"3207",NA,NA,13075,24000
"3208",NA,NA,8600,10000
"3209",NA,NA,12000,9600
"3210",NA,NA,10000,22000
"3211",NA,NA,11200,7000
"3212",NA,NA,28800,12000
"3213",NA,NA,10400,4000
"3214",NA,NA,12000,16125
"3215",NA,NA,6000,18450
"3216",NA,NA,8000,1000
"3217",NA,NA,27500,16700
"3218",NA,NA,5100,12000
"3219",NA,NA,29900,12075
"3220",NA,NA,16200,20000
"3221",NA,NA,21000,10000
"3222",NA,NA,15350,20000
"3223",NA,NA,15000,6125
"3224",NA,NA,6000,25000
"3225",NA,NA,28450,30000
"3226",NA,NA,12000,7000
"3227",NA,NA,5450,18000
"3228",NA,NA,13000,20000
"3229",NA,NA,8000,28000
"3230",NA,NA,10800,10000
"3231",NA,NA,22500,20000
"3232",NA,NA,18000,21600
"3233",NA,NA,10625,17050
"3234",NA,NA,10975,25000
"3235",NA,NA,15000,2000
"3236",NA,NA,3800,16000
"3237",NA,NA,13500,12375
"3238",NA,NA,18000,25000
"3239",NA,NA,8000,10000
"3240",NA,NA,9000,11350
"3241",NA,NA,7000,10200
"3242",NA,NA,4800,7000
"3243",NA,NA,16000,5000
"3244",NA,NA,6000,23925
"3245",NA,NA,5300,10000
"3246",NA,NA,18000,8875
"3247",NA,NA,21600,16000
"3248",NA,NA,25500,15000
"3249",NA,NA,25000,3600
"3250",NA,NA,11200,6000
"3251",NA,NA,12000,14000
"3252",NA,NA,15500,30000
"3253",NA,NA,12000,10000
"3254",NA,NA,1500,29400
"3255",NA,NA,2400,30000
"3256",NA,NA,8000,13600
"3257",NA,NA,11150,11200
"3258",NA,NA,17200,5000
"3259",NA,NA,17600,9600
"3260",NA,NA,12000,35000
"3261",NA,NA,10400,9600
"3262",NA,NA,14400,12000
"3263",NA,NA,8000,25575
"3264",NA,NA,20000,12000
"3265",NA,NA,8400,25000
"3266",NA,NA,10050,14000
"3267",NA,NA,12000,7000
"3268",NA,NA,18000,15000
"3269",NA,NA,35000,33300
"3270",NA,NA,13750,10000
"3271",NA,NA,18000,3800
"3272",NA,NA,18950,5000
"3273",NA,NA,6775,12000
"3274",NA,NA,15000,11075
"3275",NA,NA,10050,3000
"3276",NA,NA,35000,4500
"3277",NA,NA,14400,11200
"3278",NA,NA,13375,5000
"3279",NA,NA,4000,7200
"3280",NA,NA,3000,20000
"3281",NA,NA,13250,13000
"3282",NA,NA,6000,23350
"3283",NA,NA,5500,12800
"3284",NA,NA,2800,28000
"3285",NA,NA,10950,4800
"3286",NA,NA,16850,10000
"3287",NA,NA,15000,24000
"3288",NA,NA,10000,15000
"3289",NA,NA,20000,8000
"3290",NA,NA,18000,6000
"3291",NA,NA,28000,5325
"3292",NA,NA,8400,28000
"3293",NA,NA,14000,17000
"3294",NA,NA,12000,35000
"3295",NA,NA,6000,7200
"3296",NA,NA,35000,20000
"3297",NA,NA,8000,13825
"3298",NA,NA,6000,28000
"3299",NA,NA,16000,14000
"3300",NA,NA,13200,25000
"3301",NA,NA,12000,29600
"3302",NA,NA,8000,5000
"3303",NA,NA,12000,10000
"3304",NA,NA,5000,6500
"3305",NA,NA,20000,2400
"3306",NA,NA,14575,20000
"3307",NA,NA,15000,16000
"3308",NA,NA,35000,20225
"3309",NA,NA,8500,1425
"3310",NA,NA,28100,20000
"3311",NA,NA,3500,3500
"3312",NA,NA,10000,10000
"3313",NA,NA,6000,17000
"3314",NA,NA,15000,12000
"3315",NA,NA,27000,24525
"3316",NA,NA,4850,11550
"3317",NA,NA,20000,30100
"3318",NA,NA,21000,21000
"3319",NA,NA,12000,2150
"3320",NA,NA,5550,24000
"3321",NA,NA,28000,10000
"3322",NA,NA,35000,12000
"3323",NA,NA,21000,5600
"3324",NA,NA,2400,20000
"3325",NA,NA,10000,7200
"3326",NA,NA,15000,18000
"3327",NA,NA,30000,5600
"3328",NA,NA,8500,28000
"3329",NA,NA,15000,21000
"3330",NA,NA,17000,12000
"3331",NA,NA,28775,4750
"3332",NA,NA,7600,16425
"3333",NA,NA,5375,12000
"3334",NA,NA,1200,9400
"3335",NA,NA,8000,18000
"3336",NA,NA,4000,8000
"3337",NA,NA,15000,7200
"3338",NA,NA,14025,35000
"3339",NA,NA,5000,28000
"3340",NA,NA,30750,12800
"3341",NA,NA,11775,24000
"3342",NA,NA,16750,30000
"3343",NA,NA,6000,5600
"3344",NA,NA,14000,8600
"3345",NA,NA,16000,12000
"3346",NA,NA,20375,24000
"3347",NA,NA,13000,11200
"3348",NA,NA,14800,16000
"3349",NA,NA,17600,5000
"3350",NA,NA,4200,35000
"3351",NA,NA,12000,25000
"3352",NA,NA,20000,20000
"3353",NA,NA,7800,14400
"3354",NA,NA,3000,10000
"3355",NA,NA,11500,9375
"3356",NA,NA,18225,10000
"3357",NA,NA,8400,8000
"3358",NA,NA,28000,2400
"3359",NA,NA,10800,21625
"3360",NA,NA,8000,5000
"3361",NA,NA,28000,35000
"3362",NA,NA,20000,6500
"3363",NA,NA,3000,11100
"3364",NA,NA,8500,25925
"3365",NA,NA,18000,10000
"3366",NA,NA,17500,4600
"3367",NA,NA,12000,10000
"3368",NA,NA,28000,10000
"3369",NA,NA,15000,10000
"3370",NA,NA,10000,27650
"3371",NA,NA,9975,10350
"3372",NA,NA,21600,12000
"3373",NA,NA,6000,6500
"3374",NA,NA,30000,20000
"3375",NA,NA,20000,28000
"3376",NA,NA,35000,34000
"3377",NA,NA,20000,3000
"3378",NA,NA,16000,4950
"3379",NA,NA,35000,20000
"3380",NA,NA,4175,8325
"3381",NA,NA,12000,20000
"3382",NA,NA,15000,12000
"3383",NA,NA,11000,10000
"3384",NA,NA,5200,10000
"3385",NA,NA,20000,12000
"3386",NA,NA,4800,4000
"3387",NA,NA,10000,12000
"3388",NA,NA,18000,9500
"3389",NA,NA,16000,12000
"3390",NA,NA,18000,21000
"3391",NA,NA,5000,10000
"3392",NA,NA,16000,8500
"3393",NA,NA,15000,5000
"3394",NA,NA,7350,8000
"3395",NA,NA,11725,15000
"3396",NA,NA,14400,9500
"3397",NA,NA,5000,10000
"3398",NA,NA,16800,24000
"3399",NA,NA,11100,5500
"3400",NA,NA,24000,10000
"3401",NA,NA,15000,19000
"3402",NA,NA,4000,24000
"3403",NA,NA,30000,24000
"3404",NA,NA,12000,11500
"3405",NA,NA,12000,21000
"3406",NA,NA,10000,4750
"3407",NA,NA,10200,5000
"3408",NA,NA,20000,7200
"3409",NA,NA,6000,8000
"3410",NA,NA,10000,16000
"3411",NA,NA,16625,16200
"3412",NA,NA,12000,25000
"3413",NA,NA,25000,7000
"3414",NA,NA,12000,8000
"3415",NA,NA,35000,28550
"3416",NA,NA,12125,8000
"3417",NA,NA,33000,16000
"3418",NA,NA,8000,2500
"3419",NA,NA,22750,7100
"3420",NA,NA,25000,15000
"3421",NA,NA,19200,28000
"3422",NA,NA,15000,10000
"3423",NA,NA,35000,9600
"3424",NA,NA,14625,35000
"3425",NA,NA,12000,24000
"3426",NA,NA,8400,6400
"3427",NA,NA,14400,12000
"3428",NA,NA,15000,6500
"3429",NA,NA,2500,15000
"3430",NA,NA,12150,12000
"3431",NA,NA,17000,18000
"3432",NA,NA,23800,15000
"3433",NA,NA,29775,30000
"3434",NA,NA,21475,20000
"3435",NA,NA,24000,10000
"3436",NA,NA,11325,11200
"3437",NA,NA,7200,2800
"3438",NA,NA,15000,35000
"3439",NA,NA,2000,5500
"3440",NA,NA,10800,15000
"3441",NA,NA,6500,21000
"3442",NA,NA,4250,5400
"3443",NA,NA,14225,5000
"3444",NA,NA,25000,15850
"3445",NA,NA,24500,35000
"3446",NA,NA,14400,20950
"3447",NA,NA,20150,11000
"3448",NA,NA,8000,7800
"3449",NA,NA,22875,9000
"3450",NA,NA,9000,13000
"3451",NA,NA,4075,1800
"3452",NA,NA,18975,5000
"3453",NA,NA,11000,11200
"3454",NA,NA,10000,6000
"3455",NA,NA,13000,12000
"3456",NA,NA,20000,9925
"3457",NA,NA,5000,17000
"3458",NA,NA,3000,25000
"3459",NA,NA,9950,28000
"3460",NA,NA,10000,35000
"3461",NA,NA,35000,25000
"3462",NA,NA,11200,8000
"3463",NA,NA,4800,8400
"3464",NA,NA,21450,3000
"3465",NA,NA,26475,17000
"3466",NA,NA,12000,20000
"3467",NA,NA,20000,5000
"3468",NA,NA,16000,15000
"3469",NA,NA,24000,20000
"3470",NA,NA,2000,10000
"3471",NA,NA,4000,5500
"3472",NA,NA,15000,8000
"3473",NA,NA,28000,20000
"3474",NA,NA,13000,20000
"3475",NA,NA,11000,12125
"3476",NA,NA,35000,1200
"3477",NA,NA,19000,14450
"3478",NA,NA,14000,5750
"3479",NA,NA,28000,9350
"3480",NA,NA,16000,15000
"3481",NA,NA,20000,21000
"3482",NA,NA,16000,10000
"3483",NA,NA,3250,7200
"3484",NA,NA,14250,5875
"3485",NA,NA,4000,9850
"3486",NA,NA,13925,12600
"3487",NA,NA,20000,22200
"3488",NA,NA,9000,20000
"3489",NA,NA,21000,12725
"3490",NA,NA,10000,22450
"3491",NA,NA,6500,11000
"3492",NA,NA,13650,20000
"3493",NA,NA,10000,14000
"3494",NA,NA,15000,3175
"3495",NA,NA,13400,7000
"3496",NA,NA,15000,24000
"3497",NA,NA,20000,32000
"3498",NA,NA,16000,35000
"3499",NA,NA,6900,18000
"3500",NA,NA,15000,16000
"3501",NA,NA,27000,33000
"3502",NA,NA,35000,35000
"3503",NA,NA,5000,11325
"3504",NA,NA,4000,4200
"3505",NA,NA,12000,18000
"3506",NA,NA,24250,12800
"3507",NA,NA,9000,20000
"3508",NA,NA,10800,20000
"3509",NA,NA,22675,18225
"3510",NA,NA,19800,10000
"3511",NA,NA,11975,15000
"3512",NA,NA,15000,24000
"3513",NA,NA,21600,10000
"3514",NA,NA,14000,18000
"3515",NA,NA,20000,12000
"3516",NA,NA,8000,20000
"3517",NA,NA,35000,15000
"3518",NA,NA,22250,8400
"3519",NA,NA,11000,1650
"3520",NA,NA,22500,16000
"3521",NA,NA,16000,30000
"3522",NA,NA,15000,15000
"3523",NA,NA,35000,5000
"3524",NA,NA,20000,3000
"3525",NA,NA,4750,3600
"3526",NA,NA,25000,10000
"3527",NA,NA,13500,22000
"3528",NA,NA,20000,8800
"3529",NA,NA,24000,11000
"3530",NA,NA,10000,10000
"3531",NA,NA,19500,11200
"3532",NA,NA,15000,28000
"3533",NA,NA,16000,35000
"3534",NA,NA,12000,4800
"3535",NA,NA,18000,22500
"3536",NA,NA,10000,5000
"3537",NA,NA,15000,20150
"3538",NA,NA,10000,28000
"3539",NA,NA,2000,7300
"3540",NA,NA,8000,7375
"3541",NA,NA,10000,8500
"3542",NA,NA,12000,21000
"3543",NA,NA,6000,12000
"3544",NA,NA,12000,13000
"3545",NA,NA,15000,12500
"3546",NA,NA,22175,15000
"3547",NA,NA,22000,10000
"3548",NA,NA,10000,2600
"3549",NA,NA,13225,35000
"3550",NA,NA,28000,14000
"3551",NA,NA,5700,14350
"3552",NA,NA,9500,12000
"3553",NA,NA,14000,26000
"3554",NA,NA,35000,7500
"3555",NA,NA,16000,3200
"3556",NA,NA,19925,18000
"3557",NA,NA,5000,16000
"3558",NA,NA,15000,9000
"3559",NA,NA,20000,15000
"3560",NA,NA,2875,20950
"3561",NA,NA,11875,13900
"3562",NA,NA,15000,7500
"3563",NA,NA,28000,2500
"3564",NA,NA,10000,28000
"3565",NA,NA,18000,20000
"3566",NA,NA,3000,21000
"3567",NA,NA,30000,35000
"3568",NA,NA,7800,28000
"3569",NA,NA,11650,8000
"3570",NA,NA,25000,20000
"3571",NA,NA,7000,8000
"3572",NA,NA,35000,10500
"3573",NA,NA,14000,5000
"3574",NA,NA,20000,10575
"3575",NA,NA,15000,18550
"3576",NA,NA,15000,10000
"3577",NA,NA,6000,6000
"3578",NA,NA,2200,4000
"3579",NA,NA,35000,4575
"3580",NA,NA,8875,10000
"3581",NA,NA,14500,7975
"3582",NA,NA,24825,28000
"3583",NA,NA,26500,4000
"3584",NA,NA,5500,9600
"3585",NA,NA,4000,10000
"3586",NA,NA,6400,6000
"3587",NA,NA,8725,10000
"3588",NA,NA,21000,5000
"3589",NA,NA,9550,18000
"3590",NA,NA,18000,10500
"3591",NA,NA,6450,21000
"3592",NA,NA,9000,5000
"3593",NA,NA,19950,17000
"3594",NA,NA,12800,20000
"3595",NA,NA,19250,22000
"3596",NA,NA,21500,6400
"3597",NA,NA,8800,21000
"3598",NA,NA,6700,29100
"3599",NA,NA,25000,17100
"3600",NA,NA,24000,14075
"3601",NA,NA,6000,20000
"3602",NA,NA,6050,20000
"3603",NA,NA,27575,9950
"3604",NA,NA,8000,18000
"3605",NA,NA,10000,30000
"3606",NA,NA,15000,15000
"3607",NA,NA,7500,9250
"3608",NA,NA,20000,9000
"3609",NA,NA,24000,25000
"3610",NA,NA,11550,5000
"3611",NA,NA,19000,16000
"3612",NA,NA,4000,4400
"3613",NA,NA,3000,24000
"3614",NA,NA,6000,21000
"3615",NA,NA,22500,8000
"3616",NA,NA,29900,11200
"3617",NA,NA,14400,12000
"3618",NA,NA,3000,8350
"3619",NA,NA,28000,12000
"3620",NA,NA,12000,13600
"3621",NA,NA,16800,8725
"3622",NA,NA,6000,12000
"3623",NA,NA,7575,1550
"3624",NA,NA,10000,3725
"3625",NA,NA,6000,3800
"3626",NA,NA,12375,10000
"3627",NA,NA,20000,10000
"3628",NA,NA,18850,35000
"3629",NA,NA,17000,16000
"3630",NA,NA,35000,25000
"3631",NA,NA,9175,10225
"3632",NA,NA,7200,7500
"3633",NA,NA,9000,15000
"3634",NA,NA,12000,20000
"3635",NA,NA,8000,7000
"3636",NA,NA,10000,24000
"3637",NA,NA,2400,5475
"3638",NA,NA,1600,10000
"3639",NA,NA,6000,10000
"3640",NA,NA,9600,16000
"3641",NA,NA,2925,2975
"3642",NA,NA,13000,3300
"3643",NA,NA,20000,17850
"3644",NA,NA,15500,8500
"3645",NA,NA,25000,13475
"3646",NA,NA,28000,16700
"3647",NA,NA,28125,10000
"3648",NA,NA,8050,10000
"3649",NA,NA,18000,7500
"3650",NA,NA,10900,9000
"3651",NA,NA,20000,2000
"3652",NA,NA,21750,28000
"3653",NA,NA,35000,35000
"3654",NA,NA,14750,12000
"3655",NA,NA,20000,13000
"3656",NA,NA,12000,21000
"3657",NA,NA,33800,25000
"3658",NA,NA,28000,15000
"3659",NA,NA,20000,3600
"3660",NA,NA,15000,5000
"3661",NA,NA,8450,20000
"3662",NA,NA,6425,10400
"3663",NA,NA,6500,25450
"3664",NA,NA,2000,16000
"3665",NA,NA,20000,23400
"3666",NA,NA,20675,35000
"3667",NA,NA,26500,3600
"3668",NA,NA,12000,26000
"3669",NA,NA,22000,12000
"3670",NA,NA,8500,7950
"3671",NA,NA,2800,28000
"3672",NA,NA,3000,11400
"3673",NA,NA,15000,5825
"3674",NA,NA,4250,17000
"3675",NA,NA,18300,14000
"3676",NA,NA,21625,10000
"3677",NA,NA,15250,5000
"3678",NA,NA,26000,25000
"3679",NA,NA,24000,6500
"3680",NA,NA,20000,4800
"3681",NA,NA,7500,30000
"3682",NA,NA,6000,28000
"3683",NA,NA,24650,16000
"3684",NA,NA,11000,13200
"3685",NA,NA,10000,12000
"3686",NA,NA,28000,24000
"3687",NA,NA,10000,5400
"3688",NA,NA,25000,30000
"3689",NA,NA,25875,30000
"3690",NA,NA,24000,20800
"3691",NA,NA,7000,20000
"3692",NA,NA,12000,18000
"3693",NA,NA,24000,3475
"3694",NA,NA,6200,12000
"3695",NA,NA,8000,11000
"3696",NA,NA,35000,2000
"3697",NA,NA,8000,18975
"3698",NA,NA,8000,13000
"3699",NA,NA,35000,4375
"3700",NA,NA,7375,7000
"3701",NA,NA,24000,17500
"3702",NA,NA,35000,15125
"3703",NA,NA,13250,14400
"3704",NA,NA,15875,10000
"3705",NA,NA,20000,24000
"3706",NA,NA,15000,10000
"3707",NA,NA,32000,13250
"3708",NA,NA,11000,7200
"3709",NA,NA,7000,10000
"3710",NA,NA,10575,10200
"3711",NA,NA,12000,6250
"3712",NA,NA,8000,10000
"3713",NA,NA,17325,19325
"3714",NA,NA,23875,12375
"3715",NA,NA,16000,28000
"3716",NA,NA,25000,24000
"3717",NA,NA,12000,6000
"3718",NA,NA,25500,29550
"3719",NA,NA,12000,23000
"3720",NA,NA,10000,10000
"3721",NA,NA,12500,24000
"3722",NA,NA,15000,20000
"3723",NA,NA,12000,10000
"3724",NA,NA,5600,13250
"3725",NA,NA,7000,35000
"3726",NA,NA,9750,1500
"3727",NA,NA,11500,15000
"3728",NA,NA,7200,15000
"3729",NA,NA,27575,7000
"3730",NA,NA,20000,7600
"3731",NA,NA,5000,12000
"3732",NA,NA,6000,18000
"3733",NA,NA,3550,20000
"3734",NA,NA,19500,15125
"3735",NA,NA,16000,12000
"3736",NA,NA,10000,18025
"3737",NA,NA,6150,12000
"3738",NA,NA,21950,22000
"3739",NA,NA,3200,10500
"3740",NA,NA,5750,3250
"3741",NA,NA,22000,18725
"3742",NA,NA,9000,16550
"3743",NA,NA,10000,19000
"3744",NA,NA,27975,4425
"3745",NA,NA,6000,3500
"3746",NA,NA,12000,21000
"3747",NA,NA,18500,10000
"3748",NA,NA,14500,20000
"3749",NA,NA,8150,5000
"3750",NA,NA,28800,20000
"3751",NA,NA,15000,15000
"3752",NA,NA,20500,10000
"3753",NA,NA,9000,20000
