"","V1","V2","V3","V4"
"4751",NA,NA,32000,6000
"4752",NA,NA,4000,35000
"4753",NA,NA,16000,10000
"4754",NA,NA,24000,25000
"4755",NA,NA,11200,11975
"4756",NA,NA,20000,8000
"4757",NA,NA,5000,6000
"4758",NA,NA,12000,23350
"4759",NA,NA,9000,12000
"4760",NA,NA,20000,8775
"4761",NA,NA,15000,15000
"4762",NA,NA,9650,20000
"4763",NA,NA,20000,10000
"4764",NA,NA,5000,7000
"4765",NA,NA,35000,6925
"4766",NA,NA,10000,3600
"4767",NA,NA,12750,11000
"4768",NA,NA,35000,17000
"4769",NA,NA,6000,9600
"4770",NA,NA,4800,9600
"4771",NA,NA,25000,32100
"4772",NA,NA,9600,5600
"4773",NA,NA,10000,25500
"4774",NA,NA,17825,25000
"4775",NA,NA,25000,25000
"4776",NA,NA,12000,12000
"4777",NA,NA,16200,13500
"4778",NA,NA,13000,30000
"4779",NA,NA,10575,20400
"4780",NA,NA,10000,25975
"4781",NA,NA,23000,7500
"4782",NA,NA,9100,8000
"4783",NA,NA,25000,16000
"4784",NA,NA,8000,13200
"4785",NA,NA,5000,24000
"4786",NA,NA,10500,30000
"4787",NA,NA,2000,12000
"4788",NA,NA,10000,20000
"4789",NA,NA,12000,5300
"4790",NA,NA,13000,7000
"4791",NA,NA,20000,20000
"4792",NA,NA,8400,21000
"4793",NA,NA,8875,10000
"4794",NA,NA,10000,4875
"4795",NA,NA,5750,15000
"4796",NA,NA,5300,10625
"4797",NA,NA,21600,16000
"4798",NA,NA,13500,28000
"4799",NA,NA,14400,15000
"4800",NA,NA,14000,3000
"4801",NA,NA,7000,9450
"4802",NA,NA,13300,10675
"4803",NA,NA,6725,5000
"4804",NA,NA,10800,35000
"4805",NA,NA,6000,12000
"4806",NA,NA,7500,11200
"4807",NA,NA,25000,35000
"4808",NA,NA,14000,15000
"4809",NA,NA,6400,12000
"4810",NA,NA,29250,30000
"4811",NA,NA,12000,27200
"4812",NA,NA,9600,11000
"4813",NA,NA,6800,8000
"4814",NA,NA,11975,12000
"4815",NA,NA,8000,3600
"4816",NA,NA,12000,8000
"4817",NA,NA,7200,20000
"4818",NA,NA,11000,17075
"4819",NA,NA,25000,10000
"4820",NA,NA,15600,31500
"4821",NA,NA,14000,19000
"4822",NA,NA,6725,15000
"4823",NA,NA,10000,12000
"4824",NA,NA,7200,19825
"4825",NA,NA,18000,10000
"4826",NA,NA,6000,2000
"4827",NA,NA,15625,13500
"4828",NA,NA,3200,10000
"4829",NA,NA,15000,2000
"4830",NA,NA,30000,8100
"4831",NA,NA,15000,7000
"4832",NA,NA,26000,3500
"4833",NA,NA,3350,5325
"4834",NA,NA,12000,6250
"4835",NA,NA,25000,15000
"4836",NA,NA,12000,12000
"4837",NA,NA,20000,10000
"4838",NA,NA,15000,15000
"4839",NA,NA,12000,15000
"4840",NA,NA,10000,10000
"4841",NA,NA,12000,5500
"4842",NA,NA,29700,25000
"4843",NA,NA,25000,11875
"4844",NA,NA,23850,8000
"4845",NA,NA,5000,14750
"4846",NA,NA,10000,20000
"4847",NA,NA,9975,9600
"4848",NA,NA,10000,17000
"4849",NA,NA,21000,15600
"4850",NA,NA,16000,14000
"4851",NA,NA,35000,11200
"4852",NA,NA,15000,12000
"4853",NA,NA,8000,9425
"4854",NA,NA,15000,16800
"4855",NA,NA,6925,8000
"4856",NA,NA,4000,5500
"4857",NA,NA,23100,6000
"4858",NA,NA,21175,6000
"4859",NA,NA,6425,5500
"4860",NA,NA,30750,35000
"4861",NA,NA,21000,17000
"4862",NA,NA,13300,8500
"4863",NA,NA,10000,16000
"4864",NA,NA,8000,28000
"4865",NA,NA,7500,7700
"4866",NA,NA,7200,9925
"4867",NA,NA,17000,15000
"4868",NA,NA,8000,10000
"4869",NA,NA,10000,21075
"4870",NA,NA,17500,16000
"4871",NA,NA,3600,15000
"4872",NA,NA,9000,6825
"4873",NA,NA,8000,3000
"4874",NA,NA,24025,25000
"4875",NA,NA,9000,7000
"4876",NA,NA,32875,14775
"4877",NA,NA,25000,8000
"4878",NA,NA,12250,14250
"4879",NA,NA,7500,6400
"4880",NA,NA,17000,7000
"4881",NA,NA,13475,12000
"4882",NA,NA,6000,5025
"4883",NA,NA,10000,15000
"4884",NA,NA,9000,25000
"4885",NA,NA,9500,35000
"4886",NA,NA,5000,14400
"4887",NA,NA,35000,18000
"4888",NA,NA,26500,24925
"4889",NA,NA,9500,10000
"4890",NA,NA,16000,9600
"4891",NA,NA,13700,6000
"4892",NA,NA,10000,24350
"4893",NA,NA,12000,6600
"4894",NA,NA,14000,12000
"4895",NA,NA,9600,5975
"4896",NA,NA,8000,19650
"4897",NA,NA,20000,20000
"4898",NA,NA,23550,7100
"4899",NA,NA,33825,15000
"4900",NA,NA,20000,8000
"4901",NA,NA,15000,13000
"4902",NA,NA,6000,11500
"4903",NA,NA,9500,24000
"4904",NA,NA,18000,4200
"4905",NA,NA,14725,18000
"4906",NA,NA,35000,24000
"4907",NA,NA,15000,30000
"4908",NA,NA,15000,19750
"4909",NA,NA,12000,16075
"4910",NA,NA,22050,21000
"4911",NA,NA,3000,11000
"4912",NA,NA,6600,15400
"4913",NA,NA,21825,9000
"4914",NA,NA,5000,25000
"4915",NA,NA,5475,6000
"4916",NA,NA,20000,35000
"4917",NA,NA,8000,24000
"4918",NA,NA,6000,17150
"4919",NA,NA,20000,9000
"4920",NA,NA,5850,10000
"4921",NA,NA,20000,25000
"4922",NA,NA,27050,10000
"4923",NA,NA,4000,10000
"4924",NA,NA,8000,7700
"4925",NA,NA,20000,9600
"4926",NA,NA,22000,9000
"4927",NA,NA,26500,24000
"4928",NA,NA,15000,28800
"4929",NA,NA,11450,32500
"4930",NA,NA,3000,10000
"4931",NA,NA,15000,16000
"4932",NA,NA,8000,16000
"4933",NA,NA,7000,12000
"4934",NA,NA,4800,10000
"4935",NA,NA,32350,20000
"4936",NA,NA,34900,8500
"4937",NA,NA,23425,6000
"4938",NA,NA,12250,12000
"4939",NA,NA,9325,18000
"4940",NA,NA,10000,25000
"4941",NA,NA,25000,12175
"4942",NA,NA,14450,6400
"4943",NA,NA,24000,7200
"4944",NA,NA,18000,10500
"4945",NA,NA,20000,10000
"4946",NA,NA,10000,19350
"4947",NA,NA,3125,21000
"4948",NA,NA,15000,24000
"4949",NA,NA,13000,16400
"4950",NA,NA,20000,6000
"4951",NA,NA,19200,15000
"4952",NA,NA,23150,6000
"4953",NA,NA,10000,16500
"4954",NA,NA,10200,11000
"4955",NA,NA,7000,7000
"4956",NA,NA,20000,15000
"4957",NA,NA,15000,14000
"4958",NA,NA,17150,35000
"4959",NA,NA,16750,7200
"4960",NA,NA,35000,3000
"4961",NA,NA,5500,16000
"4962",NA,NA,7000,10200
"4963",NA,NA,8000,1800
"4964",NA,NA,4475,9000
"4965",NA,NA,9600,16750
"4966",NA,NA,10000,12875
"4967",NA,NA,16000,3000
"4968",NA,NA,15000,28000
"4969",NA,NA,18000,6000
"4970",NA,NA,10000,17000
"4971",NA,NA,1000,24000
"4972",NA,NA,1000,33600
"4973",NA,NA,16575,14000
"4974",NA,NA,12000,10000
"4975",NA,NA,15000,14000
"4976",NA,NA,8725,15000
"4977",NA,NA,7000,20000
"4978",NA,NA,20000,10000
"4979",NA,NA,16000,20000
"4980",NA,NA,3600,16000
"4981",NA,NA,1800,7000
"4982",NA,NA,19500,20400
"4983",NA,NA,16000,12000
"4984",NA,NA,28000,5800
"4985",NA,NA,8000,3500
"4986",NA,NA,25000,2500
"4987",NA,NA,35000,20000
"4988",NA,NA,10000,13200
"4989",NA,NA,14800,4500
"4990",NA,NA,12000,6025
"4991",NA,NA,35000,4000
"4992",NA,NA,7500,12000
"4993",NA,NA,12000,4400
"4994",NA,NA,16425,35000
"4995",NA,NA,4500,1000
"4996",NA,NA,25000,21000
"4997",NA,NA,10000,10000
"4998",NA,NA,8725,9000
"4999",NA,NA,12000,32625
"5000",NA,NA,24000,22475
"5001",NA,NA,NA,17000
"5002",NA,NA,NA,25000
"5003",NA,NA,NA,9600
"5004",NA,NA,NA,8000
"5005",NA,NA,NA,7000
"5006",NA,NA,NA,10000
"5007",NA,NA,NA,9225
"5008",NA,NA,NA,20000
"5009",NA,NA,NA,9600
"5010",NA,NA,NA,28000
"5011",NA,NA,NA,30000
"5012",NA,NA,NA,14000
"5013",NA,NA,NA,5000
"5014",NA,NA,NA,12000
"5015",NA,NA,NA,29700
"5016",NA,NA,NA,14400
"5017",NA,NA,NA,18000
"5018",NA,NA,NA,18000
"5019",NA,NA,NA,3600
"5020",NA,NA,NA,7000
"5021",NA,NA,NA,20700
"5022",NA,NA,NA,13000
"5023",NA,NA,NA,6000
"5024",NA,NA,NA,10000
"5025",NA,NA,NA,22000
"5026",NA,NA,NA,20000
"5027",NA,NA,NA,14300
"5028",NA,NA,NA,20000
"5029",NA,NA,NA,15000
"5030",NA,NA,NA,21100
"5031",NA,NA,NA,25000
"5032",NA,NA,NA,10000
"5033",NA,NA,NA,8500
"5034",NA,NA,NA,14675
"5035",NA,NA,NA,4000
"5036",NA,NA,NA,7800
"5037",NA,NA,NA,13475
"5038",NA,NA,NA,15000
"5039",NA,NA,NA,9600
"5040",NA,NA,NA,12000
"5041",NA,NA,NA,15600
"5042",NA,NA,NA,25000
"5043",NA,NA,NA,21600
"5044",NA,NA,NA,10500
"5045",NA,NA,NA,24250
"5046",NA,NA,NA,16000
"5047",NA,NA,NA,3000
"5048",NA,NA,NA,9000
"5049",NA,NA,NA,6000
"5050",NA,NA,NA,10000
"5051",NA,NA,NA,15825
"5052",NA,NA,NA,30000
"5053",NA,NA,NA,10000
"5054",NA,NA,NA,9950
"5055",NA,NA,NA,6000
"5056",NA,NA,NA,3600
"5057",NA,NA,NA,16000
"5058",NA,NA,NA,16000
"5059",NA,NA,NA,15000
"5060",NA,NA,NA,35000
"5061",NA,NA,NA,28000
"5062",NA,NA,NA,10000
"5063",NA,NA,NA,8500
"5064",NA,NA,NA,26400
"5065",NA,NA,NA,8500
"5066",NA,NA,NA,25000
"5067",NA,NA,NA,28000
"5068",NA,NA,NA,16000
"5069",NA,NA,NA,17000
"5070",NA,NA,NA,3600
"5071",NA,NA,NA,6350
"5072",NA,NA,NA,15000
"5073",NA,NA,NA,28100
"5074",NA,NA,NA,9000
"5075",NA,NA,NA,20000
"5076",NA,NA,NA,20000
"5077",NA,NA,NA,2350
"5078",NA,NA,NA,6000
"5079",NA,NA,NA,15000
"5080",NA,NA,NA,10000
"5081",NA,NA,NA,8000
"5082",NA,NA,NA,16675
"5083",NA,NA,NA,20000
"5084",NA,NA,NA,5000
"5085",NA,NA,NA,5600
"5086",NA,NA,NA,26750
"5087",NA,NA,NA,28000
"5088",NA,NA,NA,14000
"5089",NA,NA,NA,13000
"5090",NA,NA,NA,3800
"5091",NA,NA,NA,18000
"5092",NA,NA,NA,28000
"5093",NA,NA,NA,5000
"5094",NA,NA,NA,5000
"5095",NA,NA,NA,12000
"5096",NA,NA,NA,6000
"5097",NA,NA,NA,33600
"5098",NA,NA,NA,5125
"5099",NA,NA,NA,12000
"5100",NA,NA,NA,9000
"5101",NA,NA,NA,7550
"5102",NA,NA,NA,35000
"5103",NA,NA,NA,6000
"5104",NA,NA,NA,20000
"5105",NA,NA,NA,31700
"5106",NA,NA,NA,11400
"5107",NA,NA,NA,12375
"5108",NA,NA,NA,12800
"5109",NA,NA,NA,8000
"5110",NA,NA,NA,12000
"5111",NA,NA,NA,12000
"5112",NA,NA,NA,20000
"5113",NA,NA,NA,4800
"5114",NA,NA,NA,8275
"5115",NA,NA,NA,18450
"5116",NA,NA,NA,9600
"5117",NA,NA,NA,9000
"5118",NA,NA,NA,8000
"5119",NA,NA,NA,24500
"5120",NA,NA,NA,10000
"5121",NA,NA,NA,16000
"5122",NA,NA,NA,5000
"5123",NA,NA,NA,20000
"5124",NA,NA,NA,10000
"5125",NA,NA,NA,6000
"5126",NA,NA,NA,7650
"5127",NA,NA,NA,3525
"5128",NA,NA,NA,15000
"5129",NA,NA,NA,15000
"5130",NA,NA,NA,25000
"5131",NA,NA,NA,10000
"5132",NA,NA,NA,21000
"5133",NA,NA,NA,16000
"5134",NA,NA,NA,13000
"5135",NA,NA,NA,7200
"5136",NA,NA,NA,24000
"5137",NA,NA,NA,8850
"5138",NA,NA,NA,20000
"5139",NA,NA,NA,9000
"5140",NA,NA,NA,10000
"5141",NA,NA,NA,10500
"5142",NA,NA,NA,16800
"5143",NA,NA,NA,25600
"5144",NA,NA,NA,8225
"5145",NA,NA,NA,30000
"5146",NA,NA,NA,6000
"5147",NA,NA,NA,3000
"5148",NA,NA,NA,14000
"5149",NA,NA,NA,4000
"5150",NA,NA,NA,25200
"5151",NA,NA,NA,16675
"5152",NA,NA,NA,10375
"5153",NA,NA,NA,21000
"5154",NA,NA,NA,15000
"5155",NA,NA,NA,6500
"5156",NA,NA,NA,5000
"5157",NA,NA,NA,25000
"5158",NA,NA,NA,18000
"5159",NA,NA,NA,25200
"5160",NA,NA,NA,19200
"5161",NA,NA,NA,8000
"5162",NA,NA,NA,12000
"5163",NA,NA,NA,10500
"5164",NA,NA,NA,4200
"5165",NA,NA,NA,25200
"5166",NA,NA,NA,17600
"5167",NA,NA,NA,16000
"5168",NA,NA,NA,18000
"5169",NA,NA,NA,20000
"5170",NA,NA,NA,12000
"5171",NA,NA,NA,10000
"5172",NA,NA,NA,11000
"5173",NA,NA,NA,25600
"5174",NA,NA,NA,32000
"5175",NA,NA,NA,7000
"5176",NA,NA,NA,16950
"5177",NA,NA,NA,21000
"5178",NA,NA,NA,24000
"5179",NA,NA,NA,10000
"5180",NA,NA,NA,15000
"5181",NA,NA,NA,18000
"5182",NA,NA,NA,8000
"5183",NA,NA,NA,7125
"5184",NA,NA,NA,14000
"5185",NA,NA,NA,12000
"5186",NA,NA,NA,20000
"5187",NA,NA,NA,12000
"5188",NA,NA,NA,17000
"5189",NA,NA,NA,10000
"5190",NA,NA,NA,11625
"5191",NA,NA,NA,8400
"5192",NA,NA,NA,21275
"5193",NA,NA,NA,5600
"5194",NA,NA,NA,7750
"5195",NA,NA,NA,35000
"5196",NA,NA,NA,15900
"5197",NA,NA,NA,11700
"5198",NA,NA,NA,6500
"5199",NA,NA,NA,6000
"5200",NA,NA,NA,10450
"5201",NA,NA,NA,1000
"5202",NA,NA,NA,8500
"5203",NA,NA,NA,35000
"5204",NA,NA,NA,28000
"5205",NA,NA,NA,8000
"5206",NA,NA,NA,16000
"5207",NA,NA,NA,13600
"5208",NA,NA,NA,6000
"5209",NA,NA,NA,2400
"5210",NA,NA,NA,12600
"5211",NA,NA,NA,7500
"5212",NA,NA,NA,3500
"5213",NA,NA,NA,4800
"5214",NA,NA,NA,15000
"5215",NA,NA,NA,10000
"5216",NA,NA,NA,21000
"5217",NA,NA,NA,8000
"5218",NA,NA,NA,9000
"5219",NA,NA,NA,8000
"5220",NA,NA,NA,18000
"5221",NA,NA,NA,20000
"5222",NA,NA,NA,20000
"5223",NA,NA,NA,1500
"5224",NA,NA,NA,10000
"5225",NA,NA,NA,18000
"5226",NA,NA,NA,22000
"5227",NA,NA,NA,24000
"5228",NA,NA,NA,14000
"5229",NA,NA,NA,6000
"5230",NA,NA,NA,6000
"5231",NA,NA,NA,7000
"5232",NA,NA,NA,16000
"5233",NA,NA,NA,7800
"5234",NA,NA,NA,21600
"5235",NA,NA,NA,24000
"5236",NA,NA,NA,13050
"5237",NA,NA,NA,8000
"5238",NA,NA,NA,8000
"5239",NA,NA,NA,12000
"5240",NA,NA,NA,7675
"5241",NA,NA,NA,25000
"5242",NA,NA,NA,30000
"5243",NA,NA,NA,9000
"5244",NA,NA,NA,7000
"5245",NA,NA,NA,29700
"5246",NA,NA,NA,7000
"5247",NA,NA,NA,24800
"5248",NA,NA,NA,15000
"5249",NA,NA,NA,2400
"5250",NA,NA,NA,20000
"5251",NA,NA,NA,6000
"5252",NA,NA,NA,19500
"5253",NA,NA,NA,12000
"5254",NA,NA,NA,25000
"5255",NA,NA,NA,14000
"5256",NA,NA,NA,18000
"5257",NA,NA,NA,24000
"5258",NA,NA,NA,6000
"5259",NA,NA,NA,11800
"5260",NA,NA,NA,5600
"5261",NA,NA,NA,24000
"5262",NA,NA,NA,17125
"5263",NA,NA,NA,30000
"5264",NA,NA,NA,4000
"5265",NA,NA,NA,14000
"5266",NA,NA,NA,10000
"5267",NA,NA,NA,28000
"5268",NA,NA,NA,15000
"5269",NA,NA,NA,9500
"5270",NA,NA,NA,4000
"5271",NA,NA,NA,4000
"5272",NA,NA,NA,10000
"5273",NA,NA,NA,14400
"5274",NA,NA,NA,15000
"5275",NA,NA,NA,3000
"5276",NA,NA,NA,8400
"5277",NA,NA,NA,9125
"5278",NA,NA,NA,16000
"5279",NA,NA,NA,13550
"5280",NA,NA,NA,18000
"5281",NA,NA,NA,19800
"5282",NA,NA,NA,24000
"5283",NA,NA,NA,11275
"5284",NA,NA,NA,7000
"5285",NA,NA,NA,7500
"5286",NA,NA,NA,5000
"5287",NA,NA,NA,1500
"5288",NA,NA,NA,32000
"5289",NA,NA,NA,2400
"5290",NA,NA,NA,17225
"5291",NA,NA,NA,9425
"5292",NA,NA,NA,6400
"5293",NA,NA,NA,7200
"5294",NA,NA,NA,8800
"5295",NA,NA,NA,16800
"5296",NA,NA,NA,10975
"5297",NA,NA,NA,20000
"5298",NA,NA,NA,17000
"5299",NA,NA,NA,5000
"5300",NA,NA,NA,8500
"5301",NA,NA,NA,11000
"5302",NA,NA,NA,24250
"5303",NA,NA,NA,26750
"5304",NA,NA,NA,15000
"5305",NA,NA,NA,15000
"5306",NA,NA,NA,5000
"5307",NA,NA,NA,6000
"5308",NA,NA,NA,3000
"5309",NA,NA,NA,30000
"5310",NA,NA,NA,5000
"5311",NA,NA,NA,17500
"5312",NA,NA,NA,28000
"5313",NA,NA,NA,15000
"5314",NA,NA,NA,11700
"5315",NA,NA,NA,5600
"5316",NA,NA,NA,14400
"5317",NA,NA,NA,31500
"5318",NA,NA,NA,12000
"5319",NA,NA,NA,20125
"5320",NA,NA,NA,11500
"5321",NA,NA,NA,14000
"5322",NA,NA,NA,10000
"5323",NA,NA,NA,19725
"5324",NA,NA,NA,35000
"5325",NA,NA,NA,15000
"5326",NA,NA,NA,9600
"5327",NA,NA,NA,8000
"5328",NA,NA,NA,13000
"5329",NA,NA,NA,9750
"5330",NA,NA,NA,18500
"5331",NA,NA,NA,18000
"5332",NA,NA,NA,25000
"5333",NA,NA,NA,8400
"5334",NA,NA,NA,19200
"5335",NA,NA,NA,24000
"5336",NA,NA,NA,15000
"5337",NA,NA,NA,20000
"5338",NA,NA,NA,11200
"5339",NA,NA,NA,35000
"5340",NA,NA,NA,6000
"5341",NA,NA,NA,35000
"5342",NA,NA,NA,6650
"5343",NA,NA,NA,12950
"5344",NA,NA,NA,20000
"5345",NA,NA,NA,14000
"5346",NA,NA,NA,7200
"5347",NA,NA,NA,15850
"5348",NA,NA,NA,1400
"5349",NA,NA,NA,12000
"5350",NA,NA,NA,18050
"5351",NA,NA,NA,5000
"5352",NA,NA,NA,24000
"5353",NA,NA,NA,12375
"5354",NA,NA,NA,25000
"5355",NA,NA,NA,30000
"5356",NA,NA,NA,9125
"5357",NA,NA,NA,24000
"5358",NA,NA,NA,16000
"5359",NA,NA,NA,8450
"5360",NA,NA,NA,15000
"5361",NA,NA,NA,16750
"5362",NA,NA,NA,6000
"5363",NA,NA,NA,20000
"5364",NA,NA,NA,8500
"5365",NA,NA,NA,25000
"5366",NA,NA,NA,9000
"5367",NA,NA,NA,12000
"5368",NA,NA,NA,9450
"5369",NA,NA,NA,12000
"5370",NA,NA,NA,7200
"5371",NA,NA,NA,7000
"5372",NA,NA,NA,8000
"5373",NA,NA,NA,10000
"5374",NA,NA,NA,23625
"5375",NA,NA,NA,20000
"5376",NA,NA,NA,5000
"5377",NA,NA,NA,3350
"5378",NA,NA,NA,13600
"5379",NA,NA,NA,10950
"5380",NA,NA,NA,20000
"5381",NA,NA,NA,10000
"5382",NA,NA,NA,11200
"5383",NA,NA,NA,15000
"5384",NA,NA,NA,22300
"5385",NA,NA,NA,33000
"5386",NA,NA,NA,19000
"5387",NA,NA,NA,6000
"5388",NA,NA,NA,23475
"5389",NA,NA,NA,22650
"5390",NA,NA,NA,2300
"5391",NA,NA,NA,6850
"5392",NA,NA,NA,23600
"5393",NA,NA,NA,10000
"5394",NA,NA,NA,5000
"5395",NA,NA,NA,11600
"5396",NA,NA,NA,8875
"5397",NA,NA,NA,3525
"5398",NA,NA,NA,16825
"5399",NA,NA,NA,35000
"5400",NA,NA,NA,24000
"5401",NA,NA,NA,10000
"5402",NA,NA,NA,33000
"5403",NA,NA,NA,4000
"5404",NA,NA,NA,9350
"5405",NA,NA,NA,29475
"5406",NA,NA,NA,10000
"5407",NA,NA,NA,10000
"5408",NA,NA,NA,17500
"5409",NA,NA,NA,5000
"5410",NA,NA,NA,9600
"5411",NA,NA,NA,10450
"5412",NA,NA,NA,12000
"5413",NA,NA,NA,12250
"5414",NA,NA,NA,30000
"5415",NA,NA,NA,8075
"5416",NA,NA,NA,8200
"5417",NA,NA,NA,20000
"5418",NA,NA,NA,2400
"5419",NA,NA,NA,16475
"5420",NA,NA,NA,11750
"5421",NA,NA,NA,6475
"5422",NA,NA,NA,14000
"5423",NA,NA,NA,12000
"5424",NA,NA,NA,6800
"5425",NA,NA,NA,25000
"5426",NA,NA,NA,13300
"5427",NA,NA,NA,12000
"5428",NA,NA,NA,35000
"5429",NA,NA,NA,28000
"5430",NA,NA,NA,7500
"5431",NA,NA,NA,5000
"5432",NA,NA,NA,28000
"5433",NA,NA,NA,20000
"5434",NA,NA,NA,15500
"5435",NA,NA,NA,3000
"5436",NA,NA,NA,12000
"5437",NA,NA,NA,25000
"5438",NA,NA,NA,12375
"5439",NA,NA,NA,20000
"5440",NA,NA,NA,5500
"5441",NA,NA,NA,35000
"5442",NA,NA,NA,5000
"5443",NA,NA,NA,6400
"5444",NA,NA,NA,14000
"5445",NA,NA,NA,21000
"5446",NA,NA,NA,35000
"5447",NA,NA,NA,13000
"5448",NA,NA,NA,13000
"5449",NA,NA,NA,9000
"5450",NA,NA,NA,24000
"5451",NA,NA,NA,9600
"5452",NA,NA,NA,2200
"5453",NA,NA,NA,12000
"5454",NA,NA,NA,18000
"5455",NA,NA,NA,7000
"5456",NA,NA,NA,15400
"5457",NA,NA,NA,18000
"5458",NA,NA,NA,13525
"5459",NA,NA,NA,11875
"5460",NA,NA,NA,10000
"5461",NA,NA,NA,5000
"5462",NA,NA,NA,20000
"5463",NA,NA,NA,35000
"5464",NA,NA,NA,14000
"5465",NA,NA,NA,5500
"5466",NA,NA,NA,3000
"5467",NA,NA,NA,16000
"5468",NA,NA,NA,18000
"5469",NA,NA,NA,18000
"5470",NA,NA,NA,30000
"5471",NA,NA,NA,3575
"5472",NA,NA,NA,10000
"5473",NA,NA,NA,35000
"5474",NA,NA,NA,12000
"5475",NA,NA,NA,14400
"5476",NA,NA,NA,4000
"5477",NA,NA,NA,16000
"5478",NA,NA,NA,11400
"5479",NA,NA,NA,19250
"5480",NA,NA,NA,7000
"5481",NA,NA,NA,12000
"5482",NA,NA,NA,16000
"5483",NA,NA,NA,10000
"5484",NA,NA,NA,35000
"5485",NA,NA,NA,15000
"5486",NA,NA,NA,16000
"5487",NA,NA,NA,20000
"5488",NA,NA,NA,10000
"5489",NA,NA,NA,25000
"5490",NA,NA,NA,5300
"5491",NA,NA,NA,10500
"5492",NA,NA,NA,18000
"5493",NA,NA,NA,16000
"5494",NA,NA,NA,4800
"5495",NA,NA,NA,21850
"5496",NA,NA,NA,2400
"5497",NA,NA,NA,14000
"5498",NA,NA,NA,3500
"5499",NA,NA,NA,25000
"5500",NA,NA,NA,34075
"5501",NA,NA,NA,16000
"5502",NA,NA,NA,18500
"5503",NA,NA,NA,14000
"5504",NA,NA,NA,8000
"5505",NA,NA,NA,17675
"5506",NA,NA,NA,12000
"5507",NA,NA,NA,20000
"5508",NA,NA,NA,13000
"5509",NA,NA,NA,21000
"5510",NA,NA,NA,11200
"5511",NA,NA,NA,13000
"5512",NA,NA,NA,24000
"5513",NA,NA,NA,2300
"5514",NA,NA,NA,12000
"5515",NA,NA,NA,11650
"5516",NA,NA,NA,13850
"5517",NA,NA,NA,8500
"5518",NA,NA,NA,31175
"5519",NA,NA,NA,18400
"5520",NA,NA,NA,35000
"5521",NA,NA,NA,6000
"5522",NA,NA,NA,10000
"5523",NA,NA,NA,8000
"5524",NA,NA,NA,35000
"5525",NA,NA,NA,19700
"5526",NA,NA,NA,19000
"5527",NA,NA,NA,10000
"5528",NA,NA,NA,20000
"5529",NA,NA,NA,24000
"5530",NA,NA,NA,17300
"5531",NA,NA,NA,21000
"5532",NA,NA,NA,8000
"5533",NA,NA,NA,7500
"5534",NA,NA,NA,24000
"5535",NA,NA,NA,27300
"5536",NA,NA,NA,11100
"5537",NA,NA,NA,10000
"5538",NA,NA,NA,10000
"5539",NA,NA,NA,12000
"5540",NA,NA,NA,12000
"5541",NA,NA,NA,11500
"5542",NA,NA,NA,10000
"5543",NA,NA,NA,11400
"5544",NA,NA,NA,12000
"5545",NA,NA,NA,16225
"5546",NA,NA,NA,9000
"5547",NA,NA,NA,25000
"5548",NA,NA,NA,8000
"5549",NA,NA,NA,15000
"5550",NA,NA,NA,12000
"5551",NA,NA,NA,22325
"5552",NA,NA,NA,8325
"5553",NA,NA,NA,14400
"5554",NA,NA,NA,9600
"5555",NA,NA,NA,6000
"5556",NA,NA,NA,20000
"5557",NA,NA,NA,10000
"5558",NA,NA,NA,20000
"5559",NA,NA,NA,9925
"5560",NA,NA,NA,18600
"5561",NA,NA,NA,20000
"5562",NA,NA,NA,12000
"5563",NA,NA,NA,35000
"5564",NA,NA,NA,4000
"5565",NA,NA,NA,10875
"5566",NA,NA,NA,11800
"5567",NA,NA,NA,6700
"5568",NA,NA,NA,2000
"5569",NA,NA,NA,4000
"5570",NA,NA,NA,15000
"5571",NA,NA,NA,7000
"5572",NA,NA,NA,10500
"5573",NA,NA,NA,15000
"5574",NA,NA,NA,3150
"5575",NA,NA,NA,5750
"5576",NA,NA,NA,35000
"5577",NA,NA,NA,12175
"5578",NA,NA,NA,14500
"5579",NA,NA,NA,12600
"5580",NA,NA,NA,9000
"5581",NA,NA,NA,12000
"5582",NA,NA,NA,12000
"5583",NA,NA,NA,12000
"5584",NA,NA,NA,7900
"5585",NA,NA,NA,11200
"5586",NA,NA,NA,24000
"5587",NA,NA,NA,17100
"5588",NA,NA,NA,3500
"5589",NA,NA,NA,31150
"5590",NA,NA,NA,24000
"5591",NA,NA,NA,14000
"5592",NA,NA,NA,25000
"5593",NA,NA,NA,11700
"5594",NA,NA,NA,35000
"5595",NA,NA,NA,25000
"5596",NA,NA,NA,9600
"5597",NA,NA,NA,9600
"5598",NA,NA,NA,14000
"5599",NA,NA,NA,32350
"5600",NA,NA,NA,15000
"5601",NA,NA,NA,25000
"5602",NA,NA,NA,12000
"5603",NA,NA,NA,15000
"5604",NA,NA,NA,10375
"5605",NA,NA,NA,10000
"5606",NA,NA,NA,21075
"5607",NA,NA,NA,7500
"5608",NA,NA,NA,1800
"5609",NA,NA,NA,24000
"5610",NA,NA,NA,20000
"5611",NA,NA,NA,10000
"5612",NA,NA,NA,13225
"5613",NA,NA,NA,15000
"5614",NA,NA,NA,20000
"5615",NA,NA,NA,20000
"5616",NA,NA,NA,20975
"5617",NA,NA,NA,16000
"5618",NA,NA,NA,20900
"5619",NA,NA,NA,8400
"5620",NA,NA,NA,18700
"5621",NA,NA,NA,12000
"5622",NA,NA,NA,22525
"5623",NA,NA,NA,12000
"5624",NA,NA,NA,10000
